Player,G,PP,POS,SCR,AST,GLS,BLK,PLUSMINUS,CMP,CMPPER,Y,TY,RY,OEFF,HA,T,S,D,C,HCK,HCKPER,PUL,OPP,DPP,MP
Aaron Rosenthal - OAK,13,13.77,9.77,1.08,0,1.08,0.85,1.62,2.15,90.32,46.46,2.15,44.31,42.52,0.15,0.23,0,0.08,0.08,0,,0,0.62,13.15,15.78
Mickey Walsh - MIN,4,13.75,12,3.25,2.25,1,0.5,3,8.25,91.67,137.25,88.25,49,66.67,1,0.75,0,0,0,0.5,50,0,0.5,13.25,15.77
Shaun Seidenberger - HTX,4,13.75,11,1,0.5,0.5,0,-0.25,12.75,89.47,115.75,70.75,45,31.82,0.25,1.25,0,0,0,0.25,50,0,6,7.75,17.05
Charlie McCutcheon - DC,10,13.7,8.7,0,0,0,0.3,0.1,7.5,97.4,33.4,15.9,17.5,44.83,0.5,0.2,0,0,0,0,,0,0.3,13.4,18.51
Cole Moore - BOS,3,13.67,9.33,2.33,1.33,1,1,2.67,5.67,,49,14,35,57.14,0,0.67,0,0,0,0,0,0,0.67,13,18.04
Jeremie Giard - MTL,3,13.67,6.33,1,0.67,0.33,0.67,1.33,2.33,,67.33,19.33,48,,0.33,0.33,0,0,0,0,,0,0.33,13.33,15.83
Luke Webb - BOS,9,13.67,7.89,0.22,0,0.22,0.44,0.56,1.44,,16.78,6.67,10.11,50.7,0.22,0,0,0.11,0,0,,0,0,13.67,16.45
Nathan Hsieh - TOR,6,13.67,9.33,1.33,0.33,1,0,0.83,4.67,87.5,108.33,51.67,56.67,53.57,1,0.5,0,0,0,0.33,66.67,0,4.83,8.83,16.02
Reid Bacon - ATX,3,13.67,9,0,0,0,0.33,0.33,1.67,,33,17,16,51.85,0.67,0,0,0,0,0,,0,0,13.67,14.77
Gustav Haflin - BOS,5,13.6,6.2,0.6,0.2,0.4,0.6,0.8,1.8,,55.8,2,53.8,54.84,0.2,0.4,0,0,0,0,,0.2,0.2,13.4,19
John Marsh - CHI,5,13.6,13.4,1.4,0.6,0.8,0.4,1,10.4,91.23,117.2,57.6,59.6,46.27,1,0.6,0,0.2,0,0.2,50,0,0.4,13.2,17.52
Jeff Zhou - HTX,5,13.6,7.4,1,0.8,0.2,0.4,1.4,3,,55.6,21.8,33.8,35.14,0.2,0,0,0,0,0,,0,2.8,10.8,14.18
Mace Chope - IND,10,13.6,9.5,0.9,0.2,0.7,0.4,1.1,2.1,87.5,55.8,4.9,50.9,46.32,0.1,0.1,0,0.1,0,0,,1.4,3,10.6,13.46
Cade Barnes - LV,2,13.5,7.5,0.5,0,0.5,0,-0.5,2.5,,81.5,48.5,33,,0.5,1,0,0,0,0.5,33.33,0,3,10.5,12.4
Chris Walls - DET,2,13.5,6.5,0.5,0,0.5,0,0,0,,7,0,7,,0,0,0,0.5,0,0,,0,0.5,13,13.89
Evan Sebastian  - CHI,2,13.5,16.5,2,1,1,0.5,2,4,,52.5,13.5,39,45.45,0,0,0,0.5,0,0,,0,0,13.5,18.7
Grayson Rettberg - SLC,2,13.5,6.5,1.5,1,0.5,0.5,2,4,,80.5,22.5,58,,0,0,0,0,0,0,,0,0.5,13,12.49
Kristian Johnson - MIN,6,13.5,14.5,1.67,0.33,1.33,0,0.83,14.33,93.48,157.33,98.67,58.67,52.87,1.5,0.67,0,0.17,0,0.33,40,1,8.33,5.17,16.48
Mike Campanella - PHI,4,13.5,7,0.5,0.25,0.25,0.25,0,3.75,,56.75,18.25,38.5,57.14,0.5,0.75,0,0,0,0,,0,0.25,13.25,18.97
Michael Snead - CAR,2,13.5,9,0,0,0,0,0,0.5,,4,2.5,1.5,,0,0,0,0,0,0,,0,0,13.5,14.37
Owen Robinson - TOR,10,13.5,9.8,0.7,0.3,0.4,0.1,0.4,10.8,93.91,92.1,73.8,18.3,58.16,0.6,0.4,0.1,0,0,0.1,33.33,0,5.3,8.2,14.48
Walt Johnson - PIT,2,13.5,7.5,0.5,0.5,0,0.5,0.5,4.5,,93.5,56.5,37,,0.5,0.5,0,0,0,0.5,100,0,0,13.5,13.19
Matt Jackson - COL,13,13.46,11.77,1.46,1,0.46,0.54,1.54,10.69,97.89,86.54,59.23,27.31,56.21,1,0.23,0,0.23,0,0.15,66.67,0,2.77,10.69,16.53
Max Sheppard - NY,13,13.46,12.46,1.69,0.85,0.85,0.46,0.92,7.54,85.96,112.46,49.46,63,53.7,0.46,1.08,0,0.15,0,0.62,47.06,2.54,8.54,4.92,14.45
Colin White - PHI,11,13.45,14.36,1.18,0.09,1.09,0.27,1.18,7.36,98.78,119.91,41.82,78.09,54.43,0.91,0.09,0,0.18,0,0,,0,10.55,2.91,16.7
Andrew Li - CAR,10,13.4,8.8,1.2,0.5,0.7,0.4,0.4,15,93.75,90.9,76.9,14,46.59,1.1,1,0,0.2,0.1,0.1,50,2.6,1.3,12.1,16.66
John Tan - MAD,5,13.4,6.6,0.2,0,0.2,0.2,-0.2,1.4,,16.8,-3.6,20.4,42.42,0.2,0.6,0,0,0,0,,2.6,0,13.4,12.47
Quinn Snider - MIN,5,13.4,16.4,2.8,0.2,2.6,0,2.2,5,89.29,140.6,1.4,139.2,40.24,0.8,0.4,0.2,0.2,0,0,,0,13.4,0,15.45
Ben Levinsky - SD,11,13.36,7.64,0.64,0.36,0.27,0.73,1,2.91,91.43,51.64,15.55,36.09,52.38,0.27,0.27,0,0.09,0,0.09,100,0.73,0.09,13.27,16.07
Kevin Healey - DC,14,13.36,9.21,1.29,0.36,0.93,0.36,1.29,4.79,93.06,64.43,15.86,48.57,55.04,0.14,0.29,0,0.07,0,0,,0,3,10.36,16.32
Sam Berglund - MIN,11,13.36,12.91,1.45,1.18,0.27,0.36,0.18,14.55,89.39,172.09,119.55,52.55,47.18,1.09,1.55,0,0.09,0,0.45,29.41,2.36,4.36,9,14.91
Brayden Morrison - CAR,3,13.33,9.67,1,0.67,0.33,0.67,1.33,11.67,97.22,104,70,34,55.17,0.33,0.33,0,0,0,0,,1,1.33,12,17.19
Jason Zeidman - LV,9,13.33,11.22,0.78,0.22,0.56,0.89,0.78,6.33,89.06,83.22,33.11,50.11,29.7,0.22,0.67,0,0.22,0,0.22,66.67,0,5.67,7.67,15.72
Kai Marcus - MAD,9,13.33,19.44,2.44,2.33,0.11,0.11,0.89,18.56,89.78,230.33,174.56,55.78,44,1,1.67,0,0,0,0.89,53.33,0,13.33,0,17.31
Aidan Curry - OAK,7,13.29,10.29,1.14,0.57,0.57,0.86,1.43,3.43,85.71,35.86,6.57,29.29,48.61,0.29,0.57,0,0,0,0,,5.57,0,13.29,16.19
Jordan Queckboerner  - SD,4,13.25,8.5,0.5,0.25,0.25,0.5,0.5,2.5,,31.25,18,13.25,52.94,0,0.5,0,0,0,0.25,100,0.25,0.5,12.75,14.1
Robby Davenport - IND,12,13.25,10.58,1.5,0.58,0.92,0.33,0.75,10.42,89.93,119,66.08,52.92,42.52,1,1,0,0.08,0,0.25,50,0.17,3.67,9.58,13.83
Trevor Kelley - SLC,4,13.25,7.75,1.5,0.75,0.75,0,1,7,93.33,114.25,68.75,45.5,67.74,1.25,0.5,0,0,0,0.25,100,0,0,13.25,14.81
Nicholas DiGiorgio - ATX,9,13.22,12.44,1.67,0.67,1,0.22,1.33,6.22,93.33,102.89,25.78,77.11,54.46,0.44,0.44,0,0.11,0,0.11,100,0,6.44,6.78,14.99
Emmett Young - BOS,5,13.2,7.2,0,0,0,0.4,-0.4,6.4,88.89,54.6,32.4,22.2,44.44,0.8,0.6,0,0.2,0,0,,0,0,13.2,15.92
Hunter May - COL,10,13.2,9.3,1.6,0.4,1.2,1.1,2.4,1.7,,77.2,1.6,75.6,51.61,0.3,0.1,0,0.2,0,0,,0,1.4,11.8,15.29
Nicholas Dahms - ORE,12,13.17,9.33,0.25,0.08,0.17,0.42,0.58,3.25,92.86,28.92,10.08,18.83,35.71,0.25,0,0,0.08,0,0,,0,1.5,11.67,15.75
Calvin Coulbury - MTL,7,13.14,11.86,0.57,0.43,0.14,0,-0.29,11,95.06,60.29,64.43,-4.14,40.96,0.71,0.57,0,0.29,0,0.14,100,1,6.86,6.29,17.54
Sandy Brown - COL,7,13.14,9.57,1.57,0.29,1.29,0.57,1.86,4.14,96.67,69.43,7.86,61.57,55.22,0.29,0.14,0,0.14,0,0.29,100,0,1,12.14,16.05
Dominic Jacobs - SEA,9,13.11,7.89,0.78,0.11,0.67,0.89,1.44,1.11,,30.78,7,23.78,39.44,0,0.11,0,0.11,0,0,,0,0.56,12.56,14.22
Bradley Seuntjens - ATL,12,13.08,6.17,0.33,0.08,0.25,0.08,0.17,4.83,95.08,27.5,18.92,8.58,60.81,0.42,0.25,0,0,0,0,,0,0,13.08,13.95
Aiden Lomen - LV,2,13,8,0,0,0,0,-0.5,2.5,,51,22.5,28.5,,0.5,0.5,0,0,0,0,0,0,5,8,11.83
Casey Wu - SD,12,13,16,1.58,0.33,1.25,0.17,1.5,9.42,98.26,137.17,57.58,79.58,54.69,0.83,0.08,0,0.17,0,0.08,100,0,12.42,0.58,14.7
Derik Knighton - SLC,5,13,7.2,0.8,0.6,0.2,0.4,1.2,2.6,,40.6,22.2,18.4,66.67,0.2,0,0,0,0,0.2,100,0,0.4,12.6,12.24
Dax Miller - TOR,7,13,7,1.14,0.71,0.43,0.14,1,3.86,93.1,75.43,37.86,37.57,63.27,0.29,0.29,0,0,0,0.14,50,0,2.29,10.71,14.28
Gabe Jagt - MIN,6,13,12.67,2.5,1,1.5,0.5,2.67,5,93.75,165.17,49.33,115.83,71.05,1,0.33,0,0,0,0.17,50,0,6.67,6.33,10.87
Jesse Cwengros - DET,4,13,11.5,0.25,0,0.25,0.25,-0.25,10.25,91.11,67.5,29.5,38,19.57,0.25,0.5,0,0.25,0,0,,0,7.75,5.25,14.64
Jason Lam - TOR,1,13,11,1,1,0,1,1,10,,155,89,66,,0,1,0,0,0,0,,0,5,8,10.07
Kaden Froebe - SLC,5,13,8.2,1,0,1,0.6,1.6,1,,29.4,0.2,29.2,53.66,0.2,0,0,0,0,0,,0,1.6,11.4,15.87
Langley Fitzpatrick - SEA,8,13,9.13,1.75,0.5,1.25,1.75,3.38,4.13,97.06,79,2.88,76.13,56.16,0.5,0.13,0,0,0,0.13,100,0,1,12,14.97
Nick Loughran - IND,5,13,10,1.6,0.8,0.8,0.4,0.4,6.8,80.95,134.8,60.6,74.2,40,0.4,1.4,0,0.2,0,0.4,33.33,4.4,4.2,8.8,13.81
Ray Tetreault - BOS,1,13,9,0,0,0,0,0,1,,61,0,61,,0,0,0,0,0,0,,0,0,13,14.73
Robert Yeagle - OAK,2,13,14,1.5,0,1.5,0,1,3,,47,7.5,39.5,53.57,0,0.5,0,0,0,0,,0,0,13,16.99
Spencer Land - SEA,2,13,11.5,0.5,0.5,0,1,1,5.5,,64,43.5,20.5,52.17,1,0.5,0,0,0,0,,0.5,0,13,14.13
Simon Perez - CHI,2,13,16,0.5,0.5,0,0.5,-0.5,3,,70,27.5,42.5,46.88,0,1.5,0,0,0,0,,0,0,13,18.18
Adrian Cisneros - LV,8,12.88,9.38,0.63,0,0.63,0.25,0.25,2.63,87.5,56,6,50,32,0.25,0.38,0,0.25,0,0,,0.13,4.75,8.13,14.29
Albert Yuan - BOS,15,12.87,12.8,1.6,0.6,1,0.27,1.47,5.93,95.7,120.93,35.47,85.47,56.25,0.8,0.13,0,0.27,0,0.07,100,0,7.07,5.8,17.48
Dennis Bechis - COL,5,12.8,9.2,1.4,0.2,1.2,0.2,1.6,5,100,91.6,36,55.6,60.87,0.4,0,0,0,0,0.2,100,0,2.6,10.2,13.52
David Bloodgood - DC,10,12.8,7,0.5,0.4,0.1,0.7,0.1,8.6,88.66,46.6,48.5,-1.9,45.71,0.6,1,0,0.1,0,0,0,1.8,0.2,12.6,14.51
Eugene L'Heureux - SLC,14,12.79,8.21,0.86,0.64,0.21,0.36,0.93,4.5,95.45,75.5,47.57,27.93,57.39,0.5,0.21,0.07,0.07,0,0.29,100,9.71,0.21,12.57,15.73
Josiah Padgett - HTX,4,12.75,7,0.25,0,0.25,0,-0.5,1.25,,31.75,3.5,28.25,28.57,0.5,0.25,0,0.5,0,0,0,0,2.5,10.25,11.22
Noah Backer - BOS,7,12.71,9.57,0.86,0.29,0.57,0.43,0,14.14,93.4,61.43,57.43,4,55.22,0.43,1,0,0.29,0,0.14,33.33,0.14,1.29,11.43,17.55
Benjamin Attal - PIT,3,12.67,11,0.33,0.33,0,0,0,13.33,95.24,108.33,70.33,38,30.3,0.33,0.33,0,0,0,0.33,100,0,7,5.67,14.91
Coby Loveranes - DC,6,12.67,13.83,2.33,0,2.33,0.5,2.17,8.17,92.45,182.83,24.33,158.5,60.24,1.17,0.5,0,0.17,0,0,,0,11.67,1,13.17
Jackson Heglie - ORE,6,12.67,7.83,1.83,0.33,1.5,0.17,1.5,3.5,91.3,74.5,12.33,62.17,40.43,0.17,0.33,0,0.17,0,0,,0,2.67,10,12.9
Saaketh Palchuru - ATX,12,12.67,7.17,0.67,0.5,0.17,0.33,0.33,5.83,89.74,46.5,32,14.5,51.16,0.5,0.67,0,0,0,0,0,0,0.17,12.5,14.56
Louie Bertoncin - SEA,8,12.63,11.13,1,0.63,0.38,0.38,0,7.5,86.96,79,42.13,36.88,42.7,0.13,1.13,0,0.25,0,0.13,100,0,4.63,8,15.52
Tanner Robinson - ATL,8,12.63,5.13,0.25,0.13,0.13,0.13,0.38,2.5,100,17.13,10.25,6.88,65.85,0.25,0,0,0,0,0,,0,0,12.63,14.8
Nate Astrom - CHI,5,12.6,14.8,2.4,1,1.4,1,2.4,5.8,87.88,155.8,44.2,111.6,60.81,0.6,0.6,0,0.4,0,0.2,33.33,0.2,8,4.6,15.29
David Yu - COL,7,12.57,10.86,0.57,0.43,0.14,0.29,0,5.71,86.96,60,24.71,35.29,46.05,0.57,0.71,0,0.14,0,0,,0,0.29,12.29,16.45
Luke Yorgason - SLC,7,12.57,8.86,1.57,0.71,0.86,0.57,1.86,8.29,96.67,128.71,82.71,46,66.13,0.71,0.29,0,0,0,0.43,100,0,1.43,11.14,14.78
Victor Sauvé - MTL,7,12.57,11.86,1.14,0.14,1,0,0.86,3.29,92,65.71,14.14,51.57,49.4,0.57,0.29,0,0,0,0,,0,6,6.57,14.14
Alec Wilson Holliday - ATL,13,12.54,14.46,3.46,0.54,2.92,0.31,3.31,7.85,94.44,198.54,23.62,174.92,65.96,1.15,0.46,0,0,0,0.15,100,0,12.46,0.08,14.25
CJ Knarr - IND,2,12.5,8,0,0,0,0,-0.5,9.5,95,102.5,58,44.5,,1,0.5,0,0,0,0.5,100,0,1.5,11,13.61
Matthew Weaver - IND,6,12.5,12.17,1.5,0.83,0.67,0.5,0.67,7,85.71,86.33,36.5,49.83,28.77,0.33,1.17,0,0.17,0,0.17,25,0.33,4,8.5,15.2
Scott Hearne - ATX,2,12.5,7.5,1,1,0,0,0.5,4,,49,35,14,,0,0.5,0,0,0,0,,9,0,12.5,13.86
Chase Rawlins - PHI,10,12.4,8.2,1.1,0.6,0.5,0.4,1.1,3.4,87.18,92.1,14.9,77.2,45.12,0.3,0.3,0,0.1,0,0,0,0.4,3.6,8.8,13.63
Henry Babcock - BOS,10,12.4,8.1,1.2,0.8,0.4,0.2,0.7,13.7,95.14,102.3,77.9,24.4,56.79,0.7,0.6,0,0.1,0,0.2,100,0.5,1,11.4,15.2
Philippe Gagnon - MTL,5,12.4,5.6,0,0,0,0.8,0.4,2.2,,24.4,10,14.4,46.43,0.2,0.2,0,0.2,0,0,,0,0.6,11.8,16.15
Coleman Tappero - ATL,8,12.38,5,0.63,0.25,0.38,0.25,0.63,6.63,96.36,32.75,33.38,-0.63,52.5,0.13,0.25,0,0,0,0.13,100,0,0,12.38,13.54
Ryan Liao - SEA,8,12.38,10.5,0.75,0.13,0.63,0.13,0.5,2.63,84,52.5,20.75,31.75,35.71,0.5,0.38,0,0,0,0,,0,3.38,9,15.38
Matt Grinde - MAD,11,12.36,13.82,1.27,0.27,1,0.18,0.45,7.18,86.81,123.27,31.09,92.18,49.34,0.73,1,0,0,0,0,,0,6.64,5.73,15.31
Alex Kabat - SEA,3,12.33,6.33,0.33,0,0.33,0,0.33,0.67,,33.33,10.33,23,,0.33,0,0,0,0,0,,0,0.67,11.67,10.19
Chris Graber - PIT,3,12.33,9.67,0.67,0,0.67,0,0.67,1.67,,9.67,-7.33,17,37.93,0,0,0,0,0,0,,0,0,12.33,16.13
Frederick Farah - DC,3,12.33,6.33,0.33,0,0.33,1.33,1.67,2.67,,27.33,2,25.33,,0,0,0,0,0,0,,0,0.67,11.67,13.89
Ken Adams - MAD,3,12.33,19.67,1.67,0.67,1,0.67,0.67,12.67,88.37,147,98.67,48.33,37.29,0.33,1.33,0,0.33,0,0.33,100,0,12.33,0,18.13
Shane Davidson - LV,3,12.33,9.33,1,1,0,1,-0.33,11.67,81.4,127.67,95.33,32.33,21.43,0.33,2.33,0,0,0,0.33,33.33,3.67,2,10.33,13.63
Shane Otis - MAD,3,12.33,8.67,0.33,0.33,0,0,0.33,4.67,,18.67,13.33,5.33,38.46,0.67,0,0,0,0,0.33,100,0,0,12.33,13.88
Justin Keller - PHI,10,12.3,7,0.4,0.3,0.1,0.1,0.5,6,100,35.6,29.7,5.9,54.29,0.4,0,0,0,0,0.1,100,0,0.9,11.4,16.11
Andrew Muller - COL,8,12.25,8.25,1,0.5,0.5,0.38,1.25,1.88,,52.63,23.13,29.5,62.12,0.38,0,0,0.13,0,0.13,100,0,0.63,11.63,13.29
Ben Greenberg - DC,8,12.25,7.75,1.25,0.88,0.38,0.38,1.25,8.5,94.44,87.88,60,27.88,59.68,0.13,0.38,0,0,0,0.25,100,5,0.13,12.13,16.13
Elijah Jaime - ATL,8,12.25,7.38,0.5,0.38,0.13,0,0.13,3.13,92.59,45.88,9.75,36.13,54.24,0.25,0.25,0,0.13,0,0.13,50,0,0,12.25,15.24
Rowan Jamieson  - TOR,4,12.25,7.25,1.25,0,1.25,0.25,1.25,1.75,,49,-4.25,53.25,41.38,0.25,0,0,0.25,0,0,,0.5,2,10.25,13.84
Colin Berry - MIN,14,12.21,12.5,1.5,0.64,0.86,0.5,1.14,6,89.36,107.93,47.57,60.36,49.14,0.71,0.71,0,0.14,0,0.36,62.5,0,5.07,7.14,14.9
Karl Ekwurtzel - ATL,14,12.21,14.36,2.5,0.14,2.36,0.21,2.43,6.64,96.88,127.57,-8.64,136.21,62.19,0.64,0.21,0,0.07,0,0,,0,11.5,0.71,15.19
Chris Roach - SEA,5,12.2,8.6,0.6,0.4,0.2,0,0.2,1.6,,55.4,26.8,28.6,39.53,0,0.2,0,0.2,0,0.2,100,7,0.8,11.4,13.69
Zakarie Massi - MTL,5,12.2,6.2,1.2,0.6,0.6,0.2,1,1.6,,36.6,17.4,19.2,41.94,0,0.4,0,0,0,0.2,33.33,0,0.4,11.8,14.15
Ivan Tran - BOS,11,12.18,6.45,0.64,0.18,0.45,0.73,1.36,5.45,100,44.09,12.27,31.82,54.93,0.45,0,0,0,0,0.09,100,0,0,12.18,15.49
Tanner Graham - IND,9,12.11,10.22,0.67,0.33,0.33,0.44,0.56,7.33,88,46.89,16.67,30.22,38.04,0.56,0.56,0,0,0,0.11,100,0,2.33,9.78,15.64
Sam Goldstein - COL,11,12.09,9,1.09,0.55,0.55,0.55,1.18,7.18,90.8,74.64,47.27,27.36,50.51,0.36,0.45,0,0,0,0.18,40,0,0.91,11.18,15.15
David Nester - MAD,4,12,10,2,1.5,0.5,0.25,1.5,4.5,90,78.25,56,22.25,57.5,0.5,0.5,0,0.25,0,0,0,0,0.5,11.5,12.91
Everett Grass - LA,11,12,8,0.45,0.09,0.36,0.27,0.27,9.09,95.24,69.27,42.73,26.55,40.91,0.36,0.36,0,0.09,0,0,0,0,2.45,9.55,14.68
Jared Canfield - TOR,4,12,7.25,0.25,0,0.25,0.25,0.25,2.25,,42.75,10.75,32,44.83,0.5,0.25,0,0,0,0,,0.25,1.75,10.25,14.13
Justin Cheung - TOR,1,12,9,1,0,1,0,1,6,,46,16,30,,0,0,0,0,0,0,,0,2,10,17.72
Kuochuan Ponzio - MTL,9,12,7.78,1,0,1,0.11,1,3.11,100,47.78,11.89,35.89,50,0.22,0,0,0.11,0,0,,0,1.33,10.67,13.76
Oakley Armstrong - ATX,9,12,7.67,0.67,0.11,0.56,0.56,0.78,2.67,88.89,45.56,24.44,21.11,50.72,0.56,0.33,0,0.11,0.11,0,,0.33,0,12,13.75
Rudra Menon - LA,1,12,13,0,0,0,0,-4,2,,51,24,27,,1,4,0,0,0,0,0,0,0,12,18.23
Sebastian Williamson - ORE,8,12,8.75,0.25,0,0.25,0.25,-0.25,3.13,96.15,34.38,5.63,28.75,24.29,0.13,0.13,0,0.63,0,0,,0,1.5,10.5,15.19
Theo Shapinsky - DC,5,12,6.8,0.4,0.4,0,0,0.2,7.6,100,32,18.6,13.4,41.18,0,0,0,0.2,0,0,,0,0.2,11.8,13.52
Joe Molder - PIT,9,11.89,7.89,0.44,0.22,0.22,0.44,0.78,1.33,,34.89,2.89,32,46.48,0,0.11,0,0,0,0,,0,1.44,10.44,12.64
Kevin Nicholl - PIT,9,11.89,10,0.33,0.11,0.22,0.22,0,6.67,92.31,46.56,21.78,24.78,37.78,0.44,0.33,0,0.22,0,0,,0,3.22,8.67,13.84
Raphael Salvas - MTL,8,11.88,7.5,0.25,0.13,0.13,0.5,-0.63,3.88,77.5,38.5,13.38,25.13,36.67,0.25,1.13,0,0.25,0,0,0,0,1.75,10.13,14.49
Paul Hooley - MTL,10,11.8,8.4,1.2,0.7,0.5,0.3,1,6.9,90.79,94.3,57.1,37.2,39.29,0.4,0.5,0,0,0,0.1,50,5,1.6,10.2,15
Cole Davis-Brand - BOS,4,11.75,6.5,1.25,1,0.25,0,1,8.5,97.14,63.5,50.5,13,57.69,0.75,0.25,0,0,0,0,,5.25,1.5,10.25,14.95
Drew Loughnane - PHI,4,11.75,6.75,0.75,0,0.75,0.5,1,1.25,,43.5,5,38.5,51.85,0.5,0.25,0,0,0,0,,0,0.25,11.5,14.72
Daniel Williams - CHI,4,11.75,12.25,0.75,0.5,0.25,0,-0.5,5.75,79.31,87.75,47.5,40.25,46.94,0.75,1.25,0,0,0,0.25,33.33,6.75,0,11.75,16.3
Mario Verdugo - LV,4,11.75,10.75,0.5,0.25,0.25,0,-0.5,5.75,88.46,50.5,27.25,23.25,18.6,0.25,0.75,0,0.25,0,0,,0,5.25,6.5,11.05
Rocco Linehan - BOS,4,11.75,5.25,0.25,0.25,0,0.5,0.5,3.75,,40.5,28.75,11.75,52.38,0,0.25,0,0,0,0,,3.25,0,11.75,14.38
Henry Everett - PIT,7,11.71,6.29,0.29,0.14,0.14,0.57,0.43,2.29,,35.29,14,21.29,52.27,0.43,0.29,0,0.14,0,0,0,0,1,10.71,12.72
Ashton Hill - IND,3,11.67,12.33,0.67,0,0.67,1.33,0.67,2,,68,4,64,27.03,0.33,0,0,1.33,0,0,,0,2,9.67,14.19
Ben Zhang - CHI,3,11.67,13.33,1.67,0.67,1,0.33,1.67,3.67,,59.67,13.33,46.33,45,0.33,0.33,0,0,0,0,,0,0,11.67,15.88
Isaac Hsu - LA,3,11.67,7.67,0.33,0.33,0,1,0.67,6.67,90.91,33.67,24.67,9,26.09,0,0.67,0,0,0,0.33,100,6.33,0.33,11.33,13.9
Noah Furrh - ATX,6,11.67,6,0.33,0,0.33,0.67,0.67,1,,26,6.83,19.17,36.11,0,0.33,0,0,0,0,,0,0.5,11.17,11.54
Toby Warren - OAK,6,11.67,8.17,1.17,0.83,0.33,0.5,0,11.67,89.74,116.17,82.5,33.67,42.86,0.67,1.33,0,0.33,0,0.5,60,4.17,0,11.67,14.09
Logan Pruess - COL,11,11.64,8.64,0.73,0.18,0.55,0.36,0.73,2.82,88.57,53.64,29.82,23.82,48.42,0.27,0.36,0,0,0,0.18,66.67,0,0.18,11.45,14.52
Jace Bruner - CHI,8,11.63,10.25,0.88,0.38,0.5,0.38,1.13,3.38,96.43,48.5,18.38,30.13,53.66,0.25,0,0,0.13,0,0,,0,0.25,11.38,16.43
Kimball Pew - SLC,13,11.62,7.31,1.23,0.54,0.69,0.85,1.92,4.77,96.88,76.46,44.08,32.38,61.05,0.46,0.15,0,0,0,0.31,100,0,0.31,11.31,13.53
Ethan Li - SD,5,11.6,9.4,1,0,1,1,1.4,5.2,89.66,68.8,26.4,42.4,53.19,1,0.6,0,0,0,0,,0,0.2,11.4,14.66
Nick Tolfa - OAK,10,11.6,8.4,0.6,0,0.6,0.4,0.3,2.1,72.41,36.2,-3.6,39.8,42.86,0.1,0.7,0,0,0,0,0,0,0.4,11.2,13.15
Zachary Burpee - DC,5,11.6,12.4,1,0.6,0.4,0,0.4,5,86.21,96.6,43.2,53.4,38.71,0,0.6,0,0,0,0,0,0.4,8.4,3.2,15.1
Mike Kobyra - ATL,12,11.58,5.92,0.42,0.17,0.25,0.25,0.67,1.42,,26.92,9.17,17.75,54.93,0.25,0,0,0,0,0,,1,0,11.58,13.16
Peter Lenz - SD,7,11.57,13.43,1.43,0.71,0.71,0.71,1.29,12.57,94.62,150.71,101.14,49.57,54.26,0.29,0.71,0,0.14,0,0.43,100,0.71,8.71,2.86,12.95
Arthur Aucoin - NY,4,11.5,6,1.25,0.25,1,0.25,1.5,2.25,,29.25,8.75,20.5,54.17,0.25,0,0,0,0.25,0,,0,1,10.5,14.08
Bradley Kennis - IND,2,11.5,12.5,1.5,1,0.5,0,0.5,4,,81,11.5,69.5,32,0,0.5,0,0.5,0,0,,0,4.5,7,13.22
Calvin Trisolini - PHI,4,11.5,12.75,1.75,0.75,1,0,1,15.5,96.88,172.75,122.75,50,43.14,0.25,0.5,0,0.25,0,0.25,50,0.25,10,1.5,12.9
Jac Carreiro - BOS,4,11.5,6.25,0,0,0,0.25,-0.25,2.75,,35,4.75,30.25,56,0.25,0.5,0,0,0,0,,0.25,0,11.5,16.13
Ryan Martin - LV,6,11.5,8.67,0.33,0,0.33,0.33,0.33,4.33,92.86,44.33,15.67,28.67,28.85,0,0.17,0,0.17,0,0.17,100,0.5,3.67,7.83,13.55
Riley Ulmer - IND,2,11.5,13.5,1,0,1,0,0.5,2.5,,50.5,2,48.5,18.52,0,0.5,0,0,0,0,,0,4,7.5,13.88
Andres Rodriguez - PHI,7,11.43,7.29,0.71,0.43,0.29,0.71,0.71,5.43,86.36,65.57,35.71,29.86,54.9,0.57,0.57,0,0.14,0,0,,0.43,0.43,11,15.67
Aage Bonnell - SEA,5,11.4,9,0.6,0.2,0.4,0.2,0.4,5,96.15,63,38,25,44.44,0,0.2,0,0.2,0,0.2,100,0,1,10.4,13.31
Jacob Rollins - PIT,8,11.38,7.13,1,0.38,0.63,0.13,0.88,3.13,96.15,48.5,9.88,38.63,49.12,0.5,0.13,0,0.13,0,0.13,100,0.13,1.38,10,12.1
Morgan Sommer - OAK,8,11.38,9.88,0.63,0,0.63,0.63,0.88,1.88,,34.88,2,32.88,56.96,0.13,0.25,0,0.13,0,0,0,0.75,3.13,8.25,13.08
Erik Olsen - DET,6,11.33,6.83,0,0,0,0.5,0.33,1.33,,10.5,3.83,6.67,24.39,0,0.17,0,0,0,0,,0,2.33,9,11.36
Kevin Land - HTX,3,11.33,6.67,0,0,0,0,-0.33,4.33,,67,33.67,33.33,50,0.67,0,0,0.33,0,0,,0,2.33,9,13
Richard Ware - DET,9,11.33,6.22,0.33,0,0.33,0.33,0.56,1,,19.44,-1.78,21.22,25,0.22,0,0,0.11,0,0,,0,1,10.33,10.89
Bailey Wu - SEA,5,11.2,7.6,0.4,0.2,0.2,0,0.2,1.2,,17,4.4,12.6,47.37,0,0.2,0,0,0,0,,0,0.6,10.6,11.75
